time,"latitude[unit=""degrees_north""]","longitude[unit=""degrees_east""]","temperature01[unit=""deg_C""]","temperature02[unit=""deg_C""]","temperature03[unit=""deg_C""]","temperature04[unit=""deg_C""]","temperature05[unit=""deg_C""]","temperature06[unit=""deg_C""]","temperature07[unit=""deg_C""]","temperature08[unit=""deg_C""]","temperature09[unit=""deg_C""]","temperature10[unit=""deg_C""]","temperature11[unit=""deg_C""]","temperature12[unit=""deg_C""]","temperature13[unit=""deg_C""]","temperature14[unit=""deg_C""]","temperature15[unit=""deg_C""]","temperature16[unit=""deg_C""]","temperature17[unit=""deg_C""]","temperature18[unit=""deg_C""]","temperature19[unit=""deg_C""]","temperature20[unit=""deg_C""]","temperature21[unit=""deg_C""]","temperature22[unit=""deg_C""]","temperature23[unit=""deg_C""]","temperature24[unit=""deg_C""]","timestamp[unit=""1""]","temperature03b[unit=""deg_C""]"
2017-09-04T03:00:20.340Z,45.933,-130.013,3.6693,2.7631,9.596,4.756,2.9635,2.9284,3.2636,2.9651,3.1033,2.6185,3.2862,4.5292,3.3215,2.9296,2.7715,4.2587,3.2912,2.7838,2.4964,2.5509,2.8148,2.4998,2.4733,3.2505,3.16E+09,4.798
2017-09-04T03:00:30.340Z,45.933,-130.013,3.6897,2.7499,9.7299,4.7658,2.9494,2.9389,3.2287,2.9562,3.1122,2.6204,3.2563,4.5766,3.3161,2.9397,2.7761,4.3242,3.2575,2.7617,2.4955,2.5721,2.804,2.4991,2.4724,3.2275,3.16E+09,4.86495
2017-09-04T03:00:40.338Z,45.933,-130.013,3.7142,2.7357,9.8918,4.771,2.9391,2.946,3.1941,2.9533,3.1217,2.6219,3.2269,4.5866,3.3163,2.9476,2.7788,4.4036,3.2391,2.7404,2.4944,2.6058,2.7948,2.4993,2.4717,3.2004,3.16E+09,4.9459
2017-09-04T03:00:50.338Z,45.933,-130.013,3.7443,2.7218,10.0552,4.7659,2.9313,2.9493,3.1618,2.9521,3.1288,2.624,3.2006,4.6466,3.3194,2.9557,2.7793,4.4541,3.2422,2.7241,2.4957,2.6444,2.7874,2.4986,2.4712,3.1685,3.16E+09,5.0276
2017-09-04T03:01:00.338Z,45.933,-130.013,3.774,2.7083,10.1795,4.7582,2.9247,2.9476,3.1305,2.9476,3.1362,2.6252,3.1724,4.7218,3.3253,2.9691,2.7802,4.4782,3.264,2.723,2.4951,2.6768,2.7849,2.4981,2.4709,3.1341,3.16E+09,5.08975
2017-09-04T03:01:10.338Z,45.933,-130.013,3.7904,2.6971,10.2773,4.7434,2.915,2.9422,3.1021,2.9419,3.1419,2.6266,3.1512,4.7528,3.3305,2.9872,2.7811,4.4872,3.2679,2.7366,2.4952,2.6976,2.7831,2.4971,2.4704,3.1118,3.16E+09,5.13865
2017-09-04T03:01:20.338Z,45.933,-130.013,3.8016,2.6868,10.2604,4.7155,2.9005,2.935,3.0794,2.9371,3.1467,2.6274,3.1396,4.729,3.3335,3.0055,2.7827,4.4786,3.2658,2.7502,2.4958,2.707,2.7863,2.4966,2.4702,3.1241,3.16E+09,5.1302
2017-09-04T03:01:30.337Z,45.933,-130.013,3.811,2.677,10.1881,4.6919,2.8832,2.9269,3.0644,2.9362,3.152,2.6282,3.1322,4.6584,3.3353,3.022,2.7845,4.4544,3.2368,2.7556,2.4954,2.706,2.7931,2.4967,2.4695,3.1462,3.16E+09,5.09405
2017-09-04T03:01:40.337Z,45.933,-130.013,3.8182,2.6704,10.0965,4.6581,2.8676,2.9162,3.0526,2.9354,3.155,2.6292,3.1256,4.5737,3.3346,3.0356,2.7856,4.4392,3.1837,2.7523,2.4941,2.6978,2.8036,2.496,2.4689,3.1513,3.16E+09,5.04825
2017-09-04T03:01:50.336Z,45.933,-130.013,3.8194,2.6647,10.0037,4.6012,2.8488,2.9048,3.0423,2.9315,3.1578,2.6293,3.1172,4.4763,3.3332,3.0446,2.7854,4.4345,3.1249,2.7438,2.4915,2.6856,2.8146,2.4936,2.4682,3.1356,3.16E+09,5.00185
2017-09-04T03:02:00.336Z,45.933,-130.013,3.8182,2.6588,9.8755,4.55,2.8322,2.8921,3.0292,2.9294,3.159,2.6294,3.1147,4.3686,3.333,3.0457,2.7825,4.4527,3.0656,2.7294,2.4888,2.6704,2.8202,2.4919,2.4663,3.1042,3.16E+09,4.93775
2017-09-04T03:02:10.338Z,45.933,-130.013,3.8209,2.6535,9.6312,4.5299,2.8168,2.88,3.0152,2.9255,3.1595,2.628,3.1094,4.2579,3.3346,3.0383,2.7771,4.4695,3.0119,2.7115,2.4854,2.6548,2.8199,2.4903,2.4635,3.0655,3.16E+09,4.8156
2017-09-04T03:02:20.337Z,45.933,-130.013,3.8269,2.6492,9.2692,4.5506,2.8036,2.8685,3.0007,2.9192,3.1584,2.6255,3.1076,4.1492,3.3379,3.0248,2.7697,4.4864,2.9626,2.6913,2.4816,2.6389,2.814,2.4883,2.4607,3.0236,3.16E+09,4.6346
2017-09-04T03:02:30.337Z,45.933,-130.013,3.8347,2.6502,8.8158,4.5918,2.7895,2.8587,2.9861,2.9131,3.1544,2.6225,3.1112,4.0413,3.343,3.0057,2.7599,4.4982,2.9162,2.672,2.4776,2.6238,2.8051,2.4857,2.4583,2.981,3.16E+09,4.4079
2017-09-04T03:02:40.338Z,45.933,-130.013,3.8339,2.6574,8.3615,4.6291,2.7738,2.8527,2.9723,2.9085,3.148,2.6195,3.1139,3.9352,3.3531,2.9834,2.7494,4.5183,2.8713,2.6539,2.4748,2.6079,2.7928,2.4831,2.4554,2.9397,3.16E+09,4.18075
2017-09-04T03:02:50.338Z,45.933,-130.013,3.822,2.668,8.0257,4.6584,2.759,2.8521,2.9622,2.9086,3.1411,2.6156,3.1046,3.8333,3.369,2.96,2.7367,4.5446,2.8304,2.6361,2.4712,2.5934,2.7785,2.4803,2.4527,2.8996,3.16E+09,4.01285
2017-09-04T03:03:00.337Z,45.933,-130.013,3.8027,2.6827,7.7832,4.6839,2.7471,2.8544,2.9555,2.9099,3.1335,2.6116,3.0836,3.7353,3.3897,2.937,2.724,4.5604,2.7944,2.619,2.4685,2.5795,2.7629,2.4767,2.45,2.8609,3.16E+09,3.8916
2017-09-04T03:03:10.339Z,45.933,-130.013,3.7773,2.6988,7.5561,4.6985,2.7355,2.8546,2.9531,2.9055,3.126,2.6065,3.0535,3.6432,3.4162,2.9133,2.7113,4.5723,2.7617,2.6035,2.4653,2.5663,2.7468,2.4737,2.4474,2.8251,3.16E+09,3.77805
2017-09-04T03:03:20.337Z,45.933,-130.013,3.751,2.7158,7.244,4.6915,2.7265,2.855,2.9523,2.8987,3.118,2.6019,3.0241,3.5569,3.448,2.8911,2.699,4.5948,2.7323,2.5887,2.463,2.5552,2.7304,2.4714,2.4454,2.7915,3.16E+09,3.622
2017-09-04T03:03:30.338Z,45.933,-130.013,3.7277,2.7359,6.9048,4.6602,2.7223,2.8532,2.9483,2.8875,3.1082,2.5966,3.0012,3.4776,3.4799,2.8674,2.6868,4.6111,2.7054,2.575,2.4618,2.5454,2.7142,2.4688,2.4436,2.7624,3.16E+09,3.4524
2017-09-04T03:03:40.337Z,45.933,-130.013,3.7094,2.7639,6.6113,4.636,2.7161,2.851,2.9439,2.8757,3.0962,2.5924,2.9792,3.4042,3.5088,2.8457,2.6751,4.6065,2.6797,2.5627,2.4592,2.5362,2.6988,2.4664,2.442,2.7354,3.16E+09,3.30565
2017-09-04T03:03:50.337Z,45.933,-130.013,3.6952,2.7916,6.3715,4.6284,2.7087,2.8463,2.9377,2.8631,3.0826,2.5878,2.9609,3.3368,3.5313,2.8245,2.6635,4.6033,2.6574,2.5513,2.4577,2.527,2.6842,2.4641,2.4404,2.711,3.16E+09,3.18575
2017-09-04T03:04:00.337Z,45.933,-130.013,3.6837,2.8118,6.1779,4.6192,2.6996,2.8413,2.9298,2.852,3.0689,2.5823,2.959,3.2765,3.5524,2.8051,2.6536,4.6083,2.6377,2.5416,2.4568,2.5197,2.6709,2.4627,2.4403,2.688,3.16E+09,3.08895
2017-09-04T03:04:10.338Z,45.933,-130.013,3.6665,2.827,5.9972,4.6136,2.6923,2.8375,2.9208,2.84,3.0534,2.5777,2.965,3.2205,3.5732,2.7868,2.6432,4.6046,2.6195,2.5325,2.4555,2.5132,2.6581,2.4624,2.4401,2.6673,3.16E+09,2.9986
2017-09-04T03:04:20.338Z,45.933,-130.013,3.6374,2.8364,5.9267,4.6153,2.6926,2.8311,2.9106,2.8288,3.0379,2.5732,2.9696,3.1711,3.596,2.7706,2.6327,4.5977,2.607,2.5246,2.4549,2.5066,2.6468,2.4609,2.4397,2.6483,3.16E+09,2.96335
2017-09-04T03:04:30.337Z,45.933,-130.013,3.6105,2.8446,5.9516,4.5912,2.6999,2.8252,2.9052,2.8195,3.0217,2.5699,2.9729,3.1299,3.6191,2.7564,2.6244,4.591,2.5978,2.5174,2.4544,2.5006,2.6365,2.4597,2.4398,2.6311,3.16E+09,2.9758
2017-09-04T03:04:40.337Z,45.933,-130.013,3.595,2.8517,6.062,4.5474,2.7103,2.8193,2.9142,2.8105,3.0059,2.5656,2.9871,3.1063,3.6396,2.7431,2.616,4.5772,2.5885,2.51,2.4538,2.4954,2.6268,2.4593,2.4398,2.615,3.16E+09,3.031
2017-09-04T03:04:50.337Z,45.933,-130.013,3.5942,2.8593,6.2933,4.5068,2.7219,2.8131,2.9262,2.8026,2.9893,2.5635,3.0125,3.1092,3.6597,2.7318,2.6073,4.5693,2.5867,2.5047,2.4525,2.4896,2.6189,2.4581,2.4391,2.6,3.16E+09,3.14665
2017-09-04T03:05:00.338Z,45.933,-130.013,3.597,2.8641,6.5598,4.4652,2.7331,2.8073,2.9301,2.7941,2.9735,2.5599,3.0395,3.1242,3.6775,2.7231,2.6009,4.5571,2.5986,2.5013,2.4517,2.4857,2.6131,2.458,2.4386,2.5862,3.16E+09,3.2799
2017-09-04T03:05:10.338Z,45.933,-130.013,3.6017,2.8661,6.7304,4.4258,2.7416,2.8012,2.9258,2.7852,2.9579,2.5578,3.0764,3.1329,3.694,2.7158,2.5934,4.5285,2.6157,2.4995,2.4509,2.4815,2.6129,2.4572,2.4378,2.5732,3.16E+09,3.3652
2017-09-04T03:05:20.338Z,45.933,-130.013,3.6019,2.867,6.7947,4.3988,2.7496,2.7947,2.9171,2.7752,2.9424,2.5554,3.1244,3.1367,3.7089,2.7104,2.5867,4.5045,2.6179,2.4986,2.4498,2.4803,2.6154,2.4565,2.4374,2.5618,3.16E+09,3.39735
2017-09-04T03:05:30.338Z,45.933,-130.013,3.5962,2.8654,6.7931,4.3828,2.7531,2.7878,2.9088,2.7693,2.9286,2.5533,3.1767,3.1369,3.721,2.7059,2.5805,4.4817,2.6145,2.4978,2.4498,2.4911,2.6222,2.4558,2.437,2.5527,3.16E+09,3.39655
2017-09-04T03:05:40.338Z,45.933,-130.013,3.5908,2.8634,6.7676,4.3878,2.7505,2.7838,2.9008,2.7657,2.9164,2.5518,3.2237,3.1462,3.734,2.7021,2.5749,4.4542,2.6253,2.4972,2.4501,2.5088,2.6355,2.4556,2.4373,2.5517,3.16E+09,3.3838
2017-09-04T03:05:50.337Z,45.933,-130.013,3.5881,2.8613,6.695,4.4184,2.7465,2.7818,2.8997,2.7654,2.9072,2.5504,3.2518,3.1551,3.7433,2.6993,2.5696,4.4435,2.6311,2.4963,2.4515,2.5267,2.6491,2.4555,2.4377,2.5648,3.16E+09,3.3475
2017-09-04T03:06:00.338Z,45.933,-130.013,3.5852,2.8594,6.644,4.4564,2.7437,2.7813,2.9028,2.768,2.9024,2.55,3.2688,3.1624,3.7466,2.7,2.5662,4.4253,2.6216,2.4946,2.4521,2.5394,2.6618,2.4551,2.4382,2.6173,3.16E+09,3.322
2017-09-04T03:06:10.337Z,45.933,-130.013,3.584,2.8572,6.7035,4.4927,2.7476,2.7808,2.9035,2.7716,2.9003,2.5483,3.282,3.1647,3.7456,2.7031,2.565,4.4029,2.6089,2.4938,2.4512,2.5468,2.6744,2.4544,2.4386,2.6926,3.16E+09,3.35175
2017-09-04T03:06:20.338Z,45.933,-130.013,3.5894,2.8543,6.8552,4.5293,2.7582,2.7792,2.905,2.7719,2.8998,2.5479,3.2905,3.1615,3.7394,2.705,2.565,4.3947,2.5981,2.4958,2.4508,2.5492,2.6834,2.4547,2.439,2.7586,3.16E+09,3.4276
2017-09-04T03:06:30.337Z,45.933,-130.013,3.5898,2.8497,7.048,4.574,2.7666,2.7762,2.9086,2.7682,2.9,2.5466,3.2951,3.1641,3.7306,2.7072,2.5656,4.3836,2.5855,2.5015,2.4504,2.5493,2.6877,2.4543,2.4398,2.7987,3.16E+09,3.524
2017-09-04T03:06:40.337Z,45.933,-130.013,3.5884,2.8464,7.2641,4.6258,2.7684,2.7728,2.9122,2.7654,2.8986,2.5477,3.2982,3.1893,3.7194,2.7093,2.5664,4.3525,2.5909,2.5107,2.4498,2.548,2.6887,2.4546,2.4408,2.8181,3.16E+09,3.63205
2017-09-04T03:06:50.337Z,45.933,-130.013,3.5834,2.8437,7.4649,4.692,2.7715,2.7697,2.9165,2.7629,2.8979,2.5466,3.2956,3.2318,3.7076,2.7112,2.5673,4.3085,2.6703,2.5177,2.4495,2.5471,2.6879,2.4555,2.4424,2.8259,3.16E+09,3.73245
2017-09-04T03:07:00.337Z,45.933,-130.013,3.5716,2.8422,7.576,4.765,2.7807,2.7656,2.9156,2.7631,2.8963,2.5465,3.297,3.2896,3.6951,2.7124,2.5674,4.2887,2.7489,2.5214,2.4501,2.5463,2.6877,2.4572,2.4442,2.8314,3.16E+09,3.788
2017-09-04T03:07:10.338Z,45.933,-130.013,3.5606,2.84,7.6024,4.8166,2.7971,2.7618,2.9146,2.7687,2.8915,2.5462,3.3082,3.3535,3.6797,2.7133,2.5682,4.2647,2.8195,2.5285,2.4514,2.5471,2.6883,2.4581,2.445,2.8664,3.16E+09,3.8012
2017-09-04T03:07:20.338Z,45.933,-130.013,3.5497,2.8369,7.6106,4.8447,2.8154,2.7581,2.9219,2.7755,2.8874,2.547,3.3336,3.408,3.6644,2.7138,2.5733,4.2545,2.88,2.5361,2.4519,2.5532,2.694,2.4596,2.4465,2.9078,3.16E+09,3.8053
2017-09-04T03:07:30.337Z,45.933,-130.013,3.5329,2.8343,7.7026,4.8591,2.8316,2.7569,2.9424,2.7808,2.8834,2.5469,3.3628,3.4536,3.6475,2.7155,2.5843,4.2442,2.8836,2.5421,2.4548,2.5611,2.7084,2.4597,2.4466,2.9504,3.16E+09,3.8513
2017-09-04T03:07:40.338Z,45.933,-130.013,3.5138,2.8314,7.886,4.8684,2.8464,2.7594,2.9751,2.7856,2.8807,2.5468,3.3805,3.5048,3.6305,2.7224,2.5966,4.2159,2.8659,2.5446,2.4593,2.5691,2.7245,2.4595,2.4463,2.9832,3.16E+09,3.943
2017-09-04T03:07:50.337Z,45.933,-130.013,3.5012,2.831,8.0905,4.8782,2.8596,2.7637,3.0112,2.7902,2.8822,2.5484,3.3884,3.6238,3.6137,2.7311,2.6107,4.1847,2.9396,2.5448,2.4646,2.5714,2.7366,2.4595,2.4456,3.0139,3.16E+09,4.04525
2017-09-04T03:08:00.337Z,45.933,-130.013,3.4906,2.8282,8.2575,4.872,2.8703,2.7746,3.0458,2.7985,2.8867,2.5498,3.3837,3.7259,3.5971,2.7466,2.6245,4.1923,2.9889,2.543,2.4669,2.5699,2.7468,2.459,2.4444,3.0521,3.16E+09,4.12875
2017-09-04T03:08:10.336Z,45.933,-130.013,3.4784,2.824,8.3918,4.8481,2.875,2.7924,3.0803,2.8137,2.8931,2.5519,3.3667,3.763,3.5794,2.7626,2.6372,4.2299,2.9816,2.5432,2.4694,2.566,2.753,2.459,2.4437,3.0888,3.16E+09,4.1959
2017-09-04T03:08:20.339Z,45.933,-130.013,3.4711,2.8204,8.5329,4.8168,2.873,2.821,3.1118,2.831,2.9005,2.5526,3.3424,3.7529,3.5633,2.7717,2.6466,4.2604,2.9496,2.5451,2.4686,2.5593,2.7539,2.4582,2.4428,3.1115,3.16E+09,4.26645
2017-09-04T03:08:30.338Z,45.933,-130.013,3.4715,2.8162,8.6837,4.7875,2.8677,2.8571,3.1568,2.8449,2.9085,2.5536,3.3144,3.7158,3.5505,2.7746,2.6517,4.2987,2.9072,2.5457,2.4681,2.5528,2.75,2.4587,2.4421,3.1091,3.16E+09,4.34185
2017-09-04T03:08:40.337Z,45.933,-130.013,3.478,2.8103,8.8145,4.7692,2.8643,2.899,3.2162,2.858,2.9161,2.5554,3.2863,3.6653,3.5406,2.7776,2.6536,4.351,2.8635,2.5439,2.467,2.5469,2.7434,2.4594,2.4413,3.0859,3.16E+09,4.40725
2017-09-04T03:08:50.337Z,45.933,-130.013,3.4925,2.8026,8.9381,4.7582,2.8592,2.9435,3.2653,2.867,2.9258,2.5573,3.2617,3.6175,3.5349,2.7812,2.6528,4.4044,2.8207,2.5397,2.4669,2.5397,2.7336,2.4603,2.4417,3.0548,3.16E+09,4.46905
2017-09-04T03:09:00.335Z,45.933,-130.013,3.5104,2.7972,9.014,4.7332,2.8513,2.9858,3.2913,2.8726,2.9341,2.5583,3.2357,3.5717,3.5317,2.7804,2.6508,4.4397,2.783,2.5345,2.466,2.5333,2.7234,2.461,2.442,3.0266,3.16E+09,4.507
2017-09-04T03:09:10.337Z,45.933,-130.013,3.5227,2.7924,8.9769,4.6943,2.8369,3.0256,3.3,2.8736,2.941,2.5602,3.2059,3.5217,3.5356,2.7748,2.6457,4.4505,2.7505,2.5291,2.4656,2.5261,2.712,2.4619,2.4423,2.9954,3.16E+09,4.48845
2017-09-04T03:09:20.336Z,45.933,-130.013,3.5261,2.7902,8.8638,4.6688,2.8233,3.0622,3.3004,2.8758,2.9456,2.5607,3.1751,3.4689,3.5438,2.7698,2.6414,4.4801,2.7229,2.5231,2.4645,2.5198,2.7003,2.4632,2.443,2.9608,3.16E+09,4.4319
2017-09-04T03:09:30.337Z,45.933,-130.013,3.525,2.7896,8.785,4.6718,2.8132,3.0944,3.2934,2.8741,2.9487,2.5608,3.1539,3.4163,3.5541,2.774,2.6353,4.5063,2.7068,2.5182,2.4644,2.5139,2.6893,2.4641,2.4426,2.9253,3.16E+09,4.3925
2017-09-04T03:09:40.337Z,45.933,-130.013,3.5259,2.7907,8.8048,4.6747,2.8068,3.1229,3.2788,2.8736,2.9518,2.561,3.1459,3.3676,3.5629,2.7809,2.6288,4.5448,2.6911,2.5129,2.4634,2.5084,2.6773,2.4653,2.4434,2.8894,3.16E+09,4.4024
2017-09-04T03:09:50.338Z,45.933,-130.013,3.5342,2.7881,8.9137,4.6747,2.7993,3.1497,3.2657,2.8764,2.9549,2.5616,3.1393,3.3247,3.5702,2.7862,2.6225,4.595,2.6763,2.51,2.4632,2.5032,2.6661,2.4667,2.4439,2.8546,3.16E+09,4.45685
2017-09-04T03:10:00.337Z,45.933,-130.013,3.5444,2.782,9.0233,4.6539,2.7906,3.1742,3.2665,2.8822,2.9601,2.5612,3.1275,3.2905,3.5769,2.7894,2.6153,4.6365,2.6615,2.509,2.4622,2.4987,2.6562,2.4683,2.4453,2.8218,3.16E+09,4.51165
2017-09-04T03:10:10.336Z,45.933,-130.013,3.5587,2.7739,9.1133,4.605,2.7807,3.1947,3.2751,2.8907,2.9659,2.5604,3.1109,3.2723,3.5857,2.7893,2.6088,4.6453,2.6465,2.5078,2.463,2.495,2.6468,2.4699,2.4473,2.7941,3.16E+09,4.55665
2017-09-04T03:10:20.338Z,45.933,-130.013,3.5767,2.7685,9.1724,4.5471,2.7689,3.2167,3.2742,2.9012,2.9736,2.5603,3.097,3.2609,3.5928,2.7873,2.6034,4.6396,2.6358,2.5077,2.4634,2.4919,2.6389,2.471,2.4485,2.7824,3.16E+09,4.5862
2017-09-04T03:10:30.338Z,45.933,-130.013,3.5845,2.7652,9.1785,4.5148,2.7573,3.2409,3.2658,2.911,2.9823,2.5594,3.0829,3.2511,3.5999,2.7846,2.5971,4.6402,2.6358,2.505,2.4633,2.4894,2.6327,2.473,2.4498,2.7865,3.16E+09,4.58925
2017-09-04T03:10:40.339Z,45.933,-130.013,3.5879,2.7682,9.1823,4.5136,2.7466,3.263,3.258,2.9238,2.9904,2.5595,3.069,3.256,3.6058,2.7825,2.5924,4.6362,2.7582,2.5034,2.4648,2.4864,2.6265,2.4741,2.4512,2.8124,3.16E+09,4.59115
2017-09-04T03:10:50.338Z,45.933,-130.013,3.587,2.7759,9.218,4.5161,2.7365,3.2797,3.2505,2.9376,2.9954,2.5585,3.0558,3.2773,3.6117,2.7823,2.588,4.6274,2.867,2.5016,2.464,2.4843,2.621,2.4764,2.4522,2.8325,3.16E+09,4.609
2017-09-04T03:11:00.339Z,45.933,-130.013,3.5859,2.787,9.2609,4.5148,2.7258,3.2909,3.2412,2.9511,2.9989,2.5577,3.0457,3.3046,3.62,2.779,2.5831,4.6079,2.9185,2.4995,2.4647,2.4816,2.6165,2.4779,2.4531,2.8418,3.16E+09,4.63045
2017-09-04T03:11:10.338Z,45.933,-130.013,3.5779,2.799,9.243,4.5166,2.718,3.2966,3.2383,2.9626,3.0011,2.5569,3.0361,3.3205,3.629,2.7736,2.5795,4.5683,2.9577,2.4994,2.466,2.4799,2.612,2.4796,2.4536,2.8422,3.16E+09,4.6215
2017-09-04T03:11:20.340Z,45.933,-130.013,3.5702,2.811,9.2148,4.5245,2.709,3.2992,3.2548,2.9719,3.0023,2.5564,3.034,3.3272,3.637,2.7724,2.5765,4.5305,2.9713,2.5031,2.4666,2.4779,2.6084,2.4819,2.455,2.8384,3.16E+09,4.6074
2017-09-04T03:11:30.339Z,45.933,-130.013,3.5657,2.8229,9.2313,4.5345,2.7017,3.2977,3.28,2.9839,3.0058,2.5564,3.036,3.3383,3.6426,2.7763,2.5741,4.4995,2.9543,2.5092,2.4673,2.4767,2.6045,2.4833,2.4562,2.8474,3.16E+09,4.61565
2017-09-04T03:11:40.338Z,45.933,-130.013,3.5706,2.8327,9.271,4.5455,2.6982,3.2936,3.2979,2.99,3.0126,2.5566,3.0392,3.3544,3.6432,2.7797,2.5714,4.4589,2.9211,2.515,2.4686,2.4767,2.6052,2.4837,2.4573,2.8765,3.16E+09,4.6355
2017-09-04T03:11:50.338Z,45.933,-130.013,3.5826,2.8384,9.3086,4.552,2.6975,3.2874,3.3184,2.9929,3.0195,2.5547,3.0335,3.3626,3.6379,2.7892,2.5705,4.4194,2.9091,2.5207,2.47,2.4768,2.6143,2.4855,2.4588,2.9312,3.16E+09,4.6543
2017-09-04T03:12:00.338Z,45.933,-130.013,3.5927,2.8404,9.3705,4.5602,2.7014,3.2807,3.3398,3.0018,3.0281,2.5552,3.0319,3.4005,3.627,2.8023,2.5702,4.3868,2.9531,2.5249,2.4723,2.4771,2.6335,2.4875,2.4604,3.0037,3.16E+09,4.68525
2017-09-04T03:12:10.339Z,45.933,-130.013,3.5958,2.8373,9.4223,4.5888,2.7139,3.2713,3.3652,3.012,3.0368,2.5561,3.0406,3.5035,3.6149,2.8102,2.5696,4.3759,3.022,2.527,2.4756,2.4781,2.6581,2.4897,2.4619,3.0666,3.16E+09,4.71115
2017-09-04T03:12:20.340Z,45.933,-130.013,3.5956,2.8357,9.395,4.6188,2.7361,3.2599,3.3906,3.0225,3.0439,2.5561,3.0412,3.6172,3.6011,2.8145,2.5714,4.3763,3.0455,2.5287,2.4786,2.48,2.6803,2.4921,2.4636,3.1198,3.16E+09,4.6975
2017-09-04T03:12:30.339Z,45.933,-130.013,3.6015,2.8367,9.3085,4.6393,2.7567,3.2491,3.412,3.0346,3.0497,2.5566,3.0322,3.683,3.5878,2.8129,2.5729,4.3962,3.0612,2.5291,2.4803,2.4816,2.6956,2.4942,2.4658,3.149,3.16E+09,4.65425
2017-09-04T03:12:40.338Z,45.933,-130.013,3.6178,2.8391,9.1949,4.6491,2.7724,3.241,3.4428,3.0446,3.0549,2.5577,3.0186,3.698,3.5774,2.8075,2.5743,4.4054,3.0547,2.5296,2.4807,2.4829,2.7043,2.4964,2.4672,3.1487,3.16E+09,4.59745
2017-09-04T03:12:50.339Z,45.933,-130.013,3.6232,2.8412,9.07,4.6483,2.782,3.2354,3.4808,3.0453,3.0586,2.5588,3.0178,3.6845,3.57,2.7991,2.5758,4.3952,3.0173,2.5288,2.4814,2.4844,2.7081,2.4991,2.4679,3.1281,3.16E+09,4.535
2017-09-04T03:13:00.339Z,45.933,-130.013,3.6146,2.8413,8.9767,4.6621,2.7925,3.2301,3.5095,3.0403,3.0611,2.5599,3.0406,3.6579,3.5658,2.7911,2.5773,4.3781,2.969,2.5286,2.4838,2.4858,2.7087,2.5004,2.4692,3.1131,3.16E+09,4.48835
2017-09-04T03:13:10.339Z,45.933,-130.013,3.6097,2.8417,8.9972,4.6819,2.8082,3.2273,3.5253,3.037,3.0643,2.5621,3.0826,3.6351,3.5646,2.7856,2.5781,4.3534,2.9535,2.5274,2.4879,2.4879,2.715,2.5023,2.4713,3.096,3.16E+09,4.4986
2017-09-04T03:13:20.339Z,45.933,-130.013,3.6108,2.8421,9.0755,4.6894,2.8227,3.226,3.5332,3.0435,3.0675,2.5627,3.1188,3.6495,3.5639,2.7847,2.5796,4.3344,2.977,2.5258,2.4902,2.4899,2.7302,2.5031,2.4728,3.0791,3.16E+09,4.53775
2017-09-04T03:13:30.337Z,45.933,-130.013,3.6085,2.8401,9.2168,4.6701,2.8379,3.225,3.5387,3.0558,3.0707,2.5648,3.1612,3.7383,3.5614,2.7936,2.5828,4.3132,3.0083,2.532,2.4928,2.4917,2.7508,2.5043,2.4737,3.0848,3.16E+09,4.6084
2017-09-04T03:13:40.339Z,45.933,-130.013,3.6079,2.8374,9.4308,4.6375,2.8527,3.222,3.5453,3.0722,3.0738,2.5675,3.199,3.8508,3.5562,2.8121,2.5856,4.282,3.0369,2.5692,2.4952,2.4935,2.7676,2.5054,2.4757,3.1267,3.16E+09,4.7154
2017-09-04T03:13:50.337Z,45.933,-130.013,3.6088,2.832,9.6692,4.614,2.8663,3.2188,3.5547,3.0917,3.0772,2.5696,3.2196,3.999,3.5469,2.8341,2.5905,4.2635,3.0467,2.6233,2.4968,2.4954,2.7812,2.5072,2.4768,3.1986,3.16E+09,4.8346
2017-09-04T03:14:00.339Z,45.933,-130.013,3.6128,2.8279,9.9168,4.5862,2.8729,3.2145,3.5591,3.109,3.0815,2.5739,3.2433,4.2355,3.5339,2.8529,2.595,4.2549,3.0699,2.6666,2.4988,2.4985,2.7897,2.5076,2.4785,3.2843,3.16E+09,4.9584
2017-09-04T03:14:10.339Z,45.933,-130.013,3.6256,2.8265,10.1436,4.5471,2.874,3.2108,3.5571,3.1223,3.0855,2.5774,3.2743,4.5353,3.5175,2.8745,2.6006,4.2307,3.1593,2.6949,2.5002,2.5037,2.7935,2.5089,2.4808,3.3649,3.16E+09,5.0718
2017-09-04T03:14:20.337Z,45.933,-130.013,3.6459,2.8258,10.3333,4.5082,2.8803,3.211,3.5446,3.1249,3.0886,2.5814,3.291,4.8142,3.4992,2.9014,2.6073,4.173,3.3045,2.7093,2.502,2.5094,2.7946,2.5094,2.4834,3.4211,3.16E+09,5.16665
2017-09-04T03:14:30.338Z,45.933,-130.013,3.6746,2.8251,10.5337,4.4761,2.8959,3.2188,3.5238,3.115,3.0925,2.5868,3.3048,5.0529,3.477,2.9319,2.6169,4.105,3.4897,2.7085,2.5065,2.5168,2.7926,2.5103,2.4869,3.4436,3.16E+09,5.26685
2017-09-04T03:14:40.340Z,45.933,-130.013,3.7056,2.8231,10.7578,4.4496,2.9192,3.2335,3.5002,3.0998,3.0967,2.592,3.3407,5.2668,3.4525,2.9629,2.6384,4.0403,3.6734,2.7125,2.5134,2.5231,2.792,2.5111,2.4909,3.4368,3.16E+09,5.3789
