time,"latitude[unit=""degrees_north""]","longitude[unit=""degrees_east""]","temperature01[unit=""deg_C""]","temperature02[unit=""deg_C""]","temperature03[unit=""deg_C""]","temperature04[unit=""deg_C""]","temperature05[unit=""deg_C""]","temperature06[unit=""deg_C""]","temperature07[unit=""deg_C""]","temperature08[unit=""deg_C""]","temperature09[unit=""deg_C""]","temperature10[unit=""deg_C""]","temperature11[unit=""deg_C""]","temperature12[unit=""deg_C""]","temperature13[unit=""deg_C""]","temperature14[unit=""deg_C""]","temperature15[unit=""deg_C""]","temperature16[unit=""deg_C""]","temperature17[unit=""deg_C""]","temperature18[unit=""deg_C""]","temperature19[unit=""deg_C""]","temperature20[unit=""deg_C""]","temperature21[unit=""deg_C""]","temperature22[unit=""deg_C""]","temperature23[unit=""deg_C""]","temperature24[unit=""deg_C""]","timestamp[unit=""1""]","temperature03b[unit=""deg_C""]"
2017-09-04T04:42:10.333Z,45.933,-130.013,4.7752,2.8176,6.285,2.5765,4.9317,3.2715,4.9517,4.3651,3.3098,2.9802,2.526,2.7414,2.8008,3.6278,2.6171,2.5878,2.5068,2.5126,2.527,2.6295,3.0395,2.5059,2.4827,2.4899,3.16E+09,3.1425
2017-09-04T04:42:20.333Z,45.933,-130.013,4.7799,2.8214,6.5475,2.5742,4.9242,3.223,4.8681,4.3349,3.2975,2.9986,2.5268,2.7477,2.825,3.6428,2.6207,2.5861,2.5077,2.5134,2.5674,2.6348,3.0588,2.5067,2.4838,2.4916,3.16E+09,3.27375
2017-09-04T04:42:30.333Z,45.933,-130.013,4.7802,2.8247,6.8095,2.5728,4.9467,3.1772,4.7952,4.4057,3.2817,3.019,2.5273,2.7658,2.8419,3.6785,2.6493,2.5854,2.5056,2.5125,2.6218,2.6413,3.1461,2.5045,2.4858,2.4924,3.16E+09,3.40475
2017-09-04T04:42:40.331Z,45.933,-130.013,4.769,2.831,6.8554,2.5709,5.001,3.1338,4.7345,4.4743,3.2667,3.0397,2.5265,2.7817,2.8493,3.6959,2.6859,2.5819,2.5005,2.5106,2.6509,2.6502,3.239,2.5005,2.489,2.4911,3.16E+09,3.4277
2017-09-04T04:42:50.333Z,45.933,-130.013,4.7479,2.8345,6.6754,2.5695,5.0502,3.0984,4.6841,4.4579,3.2517,3.0605,2.5252,2.7868,2.8507,3.6833,2.7116,2.5771,2.4955,2.5075,2.6596,2.653,3.2845,2.4978,2.4901,2.4889,3.16E+09,3.3377
2017-09-04T04:43:00.333Z,45.933,-130.013,4.7309,2.8291,6.3817,2.5678,5.0374,3.0779,4.6697,4.3849,3.2375,3.078,2.5237,2.7818,2.8447,3.6435,2.7245,2.573,2.4936,2.5052,2.6573,2.6499,3.2844,2.4955,2.4911,2.4869,3.16E+09,3.19085
2017-09-04T04:43:10.331Z,45.933,-130.013,4.728,2.8205,6.0531,2.568,4.9702,3.0885,4.7061,4.3407,3.2279,3.0905,2.5208,2.7707,2.8351,3.5891,2.7267,2.568,2.4926,2.5038,2.6491,2.6443,3.2545,2.4949,2.4909,2.4832,3.16E+09,3.02655
2017-09-04T04:43:20.332Z,45.933,-130.013,4.7307,2.8082,5.7407,2.569,4.9025,3.1241,4.7759,4.3323,3.2239,3.0991,2.5202,2.7578,2.8219,3.5358,2.7222,2.5654,2.4943,2.5035,2.6382,2.6373,3.2289,2.4944,2.49,2.4807,3.16E+09,2.87035
2017-09-04T04:43:30.331Z,45.933,-130.013,4.7475,2.7934,5.5339,2.567,4.8181,3.1595,4.8431,4.317,3.2247,3.1029,2.5199,2.743,2.8094,3.5053,2.7144,2.5703,2.4927,2.5026,2.6246,2.6287,3.201,2.4919,2.4879,2.4794,3.16E+09,2.76695
2017-09-04T04:43:40.333Z,45.933,-130.013,4.7526,2.784,5.5957,2.5627,4.7083,3.1797,4.8909,4.2539,3.2264,3.1019,2.5188,2.7279,2.8025,3.4739,2.7039,2.5703,2.4885,2.4987,2.6105,2.6172,3.1676,2.4875,2.4847,2.4793,3.16E+09,2.79785
2017-09-04T04:43:50.334Z,45.933,-130.013,4.748,2.7895,5.8368,2.5587,4.6048,3.1797,4.9036,4.187,3.2227,3.0967,2.517,2.7129,2.8065,3.4386,2.6917,2.566,2.4853,2.4959,2.597,2.6043,3.127,2.4848,2.4796,2.4789,3.16E+09,2.9184
2017-09-04T04:44:00.333Z,45.933,-130.013,4.7347,2.8121,6.0566,2.5541,4.5062,3.1627,4.8809,4.1343,3.2149,3.0895,2.5155,2.6993,2.8143,3.4233,2.679,2.5685,2.483,2.4925,2.5845,2.5916,3.0842,2.4822,2.4762,2.4775,3.16E+09,3.0283
2017-09-04T04:44:10.333Z,45.933,-130.013,4.6927,2.8606,6.2036,2.5485,4.3947,3.134,4.8316,4.0594,3.199,3.0776,2.512,2.6862,2.8322,3.4094,2.6658,2.5711,2.4811,2.4903,2.5711,2.5798,3.0444,2.4795,2.4723,2.4764,3.16E+09,3.1018
2017-09-04T04:44:20.332Z,45.933,-130.013,4.6288,2.9328,6.349,2.5431,4.3026,3.1046,4.7601,3.9882,3.1791,3.0644,2.5086,2.6741,2.853,3.3844,2.6528,2.5676,2.4775,2.4876,2.5599,2.5685,3.0045,2.4765,2.4679,2.4743,3.16E+09,3.1745
2017-09-04T04:44:30.333Z,45.933,-130.013,4.5581,3.0016,6.5787,2.5388,4.2495,3.0732,4.6754,3.9309,3.1547,3.0491,2.505,2.7052,2.8762,3.3686,2.6397,2.5623,2.4746,2.4843,2.5492,2.5561,2.9635,2.4735,2.4649,2.4719,3.16E+09,3.28935
2017-09-04T04:44:40.333Z,45.933,-130.013,4.4969,3.0552,6.9026,2.5344,4.1983,3.0412,4.6006,3.8808,3.1276,3.032,2.5003,2.832,2.8993,3.3673,2.6276,2.6168,2.4709,2.4814,2.5393,2.5439,2.9285,2.4705,2.4603,2.4691,3.16E+09,3.4513
2017-09-04T04:44:50.332Z,45.933,-130.013,4.4462,3.0762,7.1707,2.5303,4.1313,3.0076,4.5271,3.8338,3.098,3.0141,2.498,2.9384,2.9268,3.3693,2.6166,2.6718,2.4684,2.4778,2.5294,2.5332,2.9128,2.467,2.4571,2.466,3.16E+09,3.58535
2017-09-04T04:45:00.331Z,45.933,-130.013,4.42,3.0804,7.2101,2.5261,4.1232,2.9734,4.4453,3.8123,3.0678,2.9973,2.4942,2.9919,2.9624,3.361,2.6063,2.6719,2.4669,2.4745,2.5212,2.5233,2.9128,2.4651,2.4522,2.4632,3.16E+09,3.60505
2017-09-04T04:45:10.331Z,45.933,-130.013,4.4067,3.0709,7.0365,2.5226,4.1542,2.9509,4.3641,3.795,3.0409,2.9789,2.4915,3.0011,2.9887,3.3367,2.5967,2.6586,2.4662,2.4724,2.5135,2.5145,2.9067,2.4656,2.4488,2.4597,3.16E+09,3.51825
2017-09-04T04:45:20.333Z,45.933,-130.013,4.4146,3.0543,6.7569,2.5201,4.1946,2.9479,4.3011,3.7982,3.0181,2.9615,2.4875,2.9828,3.0022,3.3089,2.5878,2.6436,2.4635,2.4702,2.5071,2.5072,2.8888,2.4655,2.4473,2.4576,3.16E+09,3.37845
2017-09-04T04:45:30.331Z,45.933,-130.013,4.4444,3.0299,6.4363,2.5204,4.2361,2.9504,4.2921,3.8965,3.0013,2.9453,2.4862,2.951,3.0042,3.2949,2.5806,2.629,2.4615,2.4679,2.5017,2.5056,2.8667,2.4653,2.4463,2.4558,3.16E+09,3.21815
2017-09-04T04:45:40.333Z,45.933,-130.013,4.4981,2.9974,6.1241,2.521,4.2836,2.9506,4.3503,4.0664,2.9919,2.9342,2.4848,2.9139,2.9947,3.2957,2.5739,2.618,2.4607,2.4673,2.4987,2.5264,2.8485,2.4654,2.4463,2.4545,3.16E+09,3.06205
2017-09-04T04:45:50.333Z,45.933,-130.013,4.5696,2.9644,5.8292,2.5231,4.3275,2.9443,4.466,4.2762,2.9897,2.9339,2.4865,2.8775,2.9778,3.3145,2.5677,2.6096,2.4616,2.4673,2.5049,2.5731,2.8355,2.4662,2.4461,2.4537,3.16E+09,2.9146
2017-09-04T04:46:00.333Z,45.933,-130.013,4.6474,2.9326,5.536,2.5254,4.3907,2.9373,4.604,4.4147,2.9964,2.9449,2.4864,2.8438,2.9575,3.3412,2.5623,2.6004,2.4628,2.4665,2.5128,2.6339,2.8389,2.4679,2.4469,2.4535,3.16E+09,2.768
2017-09-04T04:46:10.334Z,45.933,-130.013,4.715,2.9002,5.251,2.5257,4.4495,2.9464,4.7251,4.4012,3.013,2.9636,2.4875,2.8113,2.9345,3.367,2.5585,2.5921,2.4627,2.4673,2.5181,2.6734,2.8488,2.4698,2.4469,2.4539,3.16E+09,2.6255
2017-09-04T04:46:20.332Z,45.933,-130.013,4.7644,2.8696,4.9785,2.5243,4.4827,2.974,4.8438,4.3472,3.0382,2.9835,2.4886,2.7807,2.9102,3.392,2.5546,2.5829,2.4627,2.468,2.5208,2.6901,2.849,2.4722,2.4484,2.4557,3.16E+09,2.48925
2017-09-04T04:46:30.333Z,45.933,-130.013,4.7863,2.8401,4.726,2.5234,4.547,3.0111,4.9752,4.279,3.0691,3.0035,2.4888,2.752,2.8856,3.4062,2.5516,2.5735,2.4628,2.4686,2.5225,2.6958,2.8369,2.474,2.4496,2.457,3.16E+09,2.363
2017-09-04T04:46:40.332Z,45.933,-130.013,4.7733,2.812,4.4964,2.5211,4.5913,3.0564,5.1095,4.206,3.1035,3.0249,2.4881,2.7254,2.8615,3.4068,2.5475,2.5641,2.4634,2.4704,2.524,2.7008,2.8217,2.4737,2.4514,2.4572,3.16E+09,2.2482
2017-09-04T04:46:50.333Z,45.933,-130.013,4.746,2.7852,4.3003,2.5201,4.6085,3.1027,5.2448,4.2167,3.1379,3.0456,2.4882,2.7019,2.8387,3.4142,2.5456,2.5585,2.4651,2.472,2.5231,2.7036,2.8098,2.473,2.4528,2.4567,3.16E+09,2.15015
2017-09-04T04:47:00.333Z,45.933,-130.013,4.7323,2.7627,4.1441,2.5189,4.6228,3.1374,5.3624,4.3268,3.1705,3.0634,2.4891,2.6902,2.8168,3.444,2.5431,2.5518,2.4659,2.4736,2.521,2.7021,2.8055,2.4741,2.454,2.4556,3.16E+09,2.07205
2017-09-04T04:47:10.333Z,45.933,-130.013,4.7378,2.7433,4.0364,2.5186,4.6281,3.1583,5.4402,4.4552,3.2007,3.0774,2.4893,2.6918,2.7958,3.5052,2.5431,2.5457,2.4647,2.4738,2.5209,2.6968,2.8211,2.4742,2.4544,2.4542,3.16E+09,2.0182
2017-09-04T04:47:20.333Z,45.933,-130.013,4.7653,2.7245,3.9757,2.5188,4.6402,3.1683,5.4751,4.5852,3.2251,3.0894,2.4908,2.6896,2.777,3.5835,2.5436,2.5388,2.462,2.4725,2.522,2.688,2.8507,2.4727,2.4552,2.4538,3.16E+09,1.98785
2017-09-04T04:47:30.332Z,45.933,-130.013,4.8101,2.7089,3.9258,2.5199,4.6757,3.1666,5.4768,4.6523,3.2435,3.0973,2.4902,2.6822,2.759,3.6452,2.5426,2.5307,2.4582,2.4695,2.5208,2.6835,2.8818,2.4705,2.4539,2.4533,3.16E+09,1.9629
2017-09-04T04:47:40.332Z,45.933,-130.013,4.8486,2.6984,3.8819,2.519,4.7368,3.155,5.4468,4.6798,3.2556,3.105,2.491,2.6794,2.7401,3.676,2.5403,2.5244,2.4575,2.4678,2.5179,2.6776,2.8978,2.4699,2.4531,2.4529,3.16E+09,1.94095
2017-09-04T04:47:50.332Z,45.933,-130.013,4.8559,2.713,3.8502,2.5201,4.7984,3.1409,5.3906,4.6634,3.2631,3.1115,2.4916,2.6774,2.7234,3.681,2.5372,2.5181,2.4594,2.4683,2.514,2.6685,2.9055,2.4688,2.4533,2.4517,3.16E+09,1.9251
2017-09-04T04:48:00.332Z,45.933,-130.013,4.8534,2.7319,3.8204,2.524,4.8526,3.1234,5.3324,4.7275,3.2679,3.1211,2.4937,2.6735,2.7067,3.6784,2.5384,2.5145,2.4619,2.4687,2.5162,2.6685,2.909,2.4676,2.4532,2.4503,3.16E+09,1.9102
2017-09-04T04:48:10.332Z,45.933,-130.013,4.87,2.7306,3.8132,2.5285,4.886,3.104,5.3244,4.8896,3.2698,3.1326,2.4954,2.6927,2.6919,3.7203,2.5522,2.5153,2.464,2.4695,2.5212,2.6938,2.9315,2.4672,2.4523,2.4488,3.16E+09,1.9066
2017-09-04T04:48:20.333Z,45.933,-130.013,4.9107,2.7173,3.9377,2.5323,4.8736,3.0853,5.337,4.9687,3.2692,3.1444,2.4975,2.7176,2.6854,3.7693,2.5697,2.5602,2.4635,2.4688,2.5217,2.7201,2.9646,2.466,2.4514,2.4476,3.16E+09,1.96885
2017-09-04T04:48:30.333Z,45.933,-130.013,4.957,2.7054,4.1788,2.5344,4.8357,3.0642,5.3384,4.928,3.2641,3.155,2.4983,2.7252,2.6967,3.7939,2.5838,2.5905,2.4631,2.4688,2.5201,2.7249,2.9811,2.4672,2.4506,2.447,3.16E+09,2.0894
2017-09-04T04:48:40.332Z,45.933,-130.013,4.985,2.7094,4.5103,2.5353,4.7667,3.0397,5.3253,4.8086,3.2558,3.1626,2.498,2.7231,2.7362,3.7867,2.5923,2.6166,2.463,2.4694,2.5184,2.7152,2.9753,2.468,2.4493,2.447,3.16E+09,2.25515
2017-09-04T04:48:50.332Z,45.933,-130.013,4.9944,2.7252,4.8705,2.5346,4.6752,3.0111,5.3033,4.6685,3.2415,3.1668,2.498,2.7155,2.7989,3.7721,2.5968,2.625,2.4646,2.4701,2.5165,2.6992,2.9556,2.4682,2.4484,2.4473,3.16E+09,2.43525
2017-09-04T04:49:00.333Z,45.933,-130.013,4.9986,2.742,5.1634,2.5335,4.5476,2.9809,5.2629,4.5347,3.2213,3.1671,2.4962,2.7042,2.8799,3.7577,2.5972,2.6257,2.4641,2.4703,2.5134,2.682,2.9291,2.4676,2.4472,2.4488,3.16E+09,2.5817
2017-09-04T04:49:10.333Z,45.933,-130.013,4.9863,2.7831,5.3742,2.5302,4.4199,2.9518,5.1964,4.393,3.1962,3.1624,2.4943,2.6916,2.9705,3.7209,2.5955,2.6174,2.4619,2.4692,2.5091,2.6631,2.8998,2.4653,2.4473,2.4505,3.16E+09,2.6871
2017-09-04T04:49:20.331Z,45.933,-130.013,4.9535,2.8506,5.6637,2.5266,4.3307,2.9234,5.1164,4.2729,3.167,3.1541,2.4918,2.6788,3.0492,3.668,2.5914,2.6054,2.4576,2.466,2.5034,2.6435,2.8698,2.463,2.4455,2.4514,3.16E+09,2.83185
2017-09-04T04:49:30.333Z,45.933,-130.013,4.9229,2.9378,5.9556,2.523,4.2521,2.8946,5.0344,4.1688,3.1356,3.1424,2.489,2.701,3.1068,3.6163,2.5856,2.5934,2.4542,2.4627,2.497,2.6237,2.8394,2.4604,2.4427,2.451,3.16E+09,2.9778
2017-09-04T04:49:40.333Z,45.933,-130.013,4.8876,2.9992,6.2791,2.5186,4.1654,2.868,4.9479,4.0731,3.1028,3.1273,2.4869,2.7879,3.1459,3.5689,2.5795,2.6005,2.4529,2.4601,2.4913,2.6053,2.8087,2.4604,2.4399,2.4498,3.16E+09,3.13955
2017-09-04T04:49:50.332Z,45.933,-130.013,4.8579,3.0362,6.5777,2.5143,4.0633,2.8424,4.8573,3.9915,3.0694,3.1104,2.4843,2.8642,3.1779,3.5322,2.5717,2.6131,2.4538,2.4586,2.488,2.5885,2.7863,2.4634,2.4377,2.4489,3.16E+09,3.28885
2017-09-04T04:50:00.333Z,45.933,-130.013,4.843,3.0742,6.7134,2.5102,3.9621,2.8181,4.7736,3.9323,3.0371,3.0909,2.4822,2.9008,3.2069,3.4914,2.5651,2.6103,2.4538,2.4591,2.4849,2.5746,2.7699,2.4655,2.4386,2.4486,3.16E+09,3.3567
2017-09-04T04:50:10.332Z,45.933,-130.013,4.8398,3.126,6.7875,2.5057,3.9034,2.7936,4.7,3.8813,3.0042,3.0709,2.4799,2.9067,3.2264,3.4431,2.5586,2.6022,2.4558,2.4592,2.4816,2.5625,2.7551,2.466,2.4397,2.4496,3.16E+09,3.39375
2017-09-04T04:50:20.331Z,45.933,-130.013,4.8318,3.1583,6.8808,2.5019,3.9027,2.7705,4.6389,3.8505,2.9736,3.0498,2.4797,2.8943,3.2333,3.3948,2.5527,2.5941,2.4565,2.46,2.4793,2.5518,2.7409,2.4654,2.4415,2.4518,3.16E+09,3.4404
2017-09-04T04:50:30.333Z,45.933,-130.013,4.8136,3.1664,6.9494,2.4991,3.9551,2.7496,4.5893,3.823,2.9435,3.0295,2.4788,2.8727,3.2282,3.3516,2.5482,2.5859,2.4567,2.4608,2.4787,2.5425,2.7301,2.4641,2.442,2.4533,3.16E+09,3.4747
2017-09-04T04:50:40.332Z,45.933,-130.013,4.7942,3.162,7.0191,2.4962,4.0571,2.7303,4.5338,3.8071,2.9165,3.0088,2.4776,2.8466,3.2213,3.3202,2.5435,2.5786,2.4559,2.4615,2.4774,2.5341,2.7186,2.465,2.4414,2.4534,3.16E+09,3.50955
2017-09-04T04:50:50.333Z,45.933,-130.013,4.7679,3.1588,7.1542,2.4938,4.1473,2.713,4.4671,3.8002,2.8911,2.9883,2.4768,2.8343,3.2103,3.2955,2.5389,2.5839,2.4564,2.4617,2.4754,2.5265,2.7059,2.4658,2.4425,2.4532,3.16E+09,3.5771
2017-09-04T04:51:00.332Z,45.933,-130.013,4.7462,3.1637,7.3515,2.4909,4.1848,2.6975,4.3952,3.7953,2.8671,2.9672,2.4766,2.8463,3.1951,3.2909,2.5347,2.5935,2.4552,2.4632,2.4746,2.5196,2.6922,2.4648,2.4429,2.4534,3.16E+09,3.67575
2017-09-04T04:51:10.331Z,45.933,-130.013,4.7295,3.1606,7.4872,2.4885,4.1809,2.6823,4.3414,3.8126,2.8451,2.9485,2.4752,2.8512,3.1725,3.3045,2.5306,2.5884,2.4517,2.4622,2.4733,2.5192,2.69,2.4623,2.4425,2.4531,3.16E+09,3.7436
2017-09-04T04:51:20.331Z,45.933,-130.013,4.7142,3.1459,7.4489,2.4863,4.1862,2.6716,4.3174,3.8352,2.8262,2.9294,2.4725,2.8418,3.1481,3.3148,2.5265,2.5798,2.449,2.4608,2.4715,2.532,2.6935,2.4622,2.4415,2.4529,3.16E+09,3.72445
2017-09-04T04:51:30.332Z,45.933,-130.013,4.6858,3.133,7.2606,2.4842,4.2347,2.6769,4.3067,3.8579,2.8122,2.9127,2.4711,2.8226,3.1211,3.3117,2.5217,2.5706,2.4471,2.4593,2.4682,2.5367,2.6892,2.4616,2.4402,2.4515,3.16E+09,3.6303
2017-09-04T04:51:40.332Z,45.933,-130.013,4.6693,3.1255,7.0215,2.4827,4.244,2.6985,4.2978,3.9073,2.8033,2.8967,2.4698,2.7987,3.0916,3.3145,2.5178,2.5641,2.447,2.4581,2.4663,2.5334,2.6848,2.4639,2.4402,2.4507,3.16E+09,3.51075
2017-09-04T04:51:50.332Z,45.933,-130.013,4.6717,3.1136,6.8103,2.4814,4.2228,2.7206,4.2915,3.9707,2.7999,2.8803,2.4678,2.7733,3.0619,3.337,2.5144,2.5573,2.4488,2.4586,2.4655,2.5279,2.6854,2.4652,2.4416,2.4504,3.16E+09,3.40515
2017-09-04T04:52:00.332Z,45.933,-130.013,4.6693,3.1086,6.6054,2.4801,4.1943,2.7314,4.2943,4.0123,2.7989,2.8671,2.4681,2.7477,3.0327,3.3529,2.5106,2.5509,2.4509,2.4595,2.4657,2.5223,2.6859,2.4668,2.4429,2.451,3.16E+09,3.3027
2017-09-04T04:52:10.332Z,45.933,-130.013,4.6756,3.1058,6.3716,2.4799,4.1989,2.7349,4.3224,4.0963,2.7986,2.853,2.4677,2.724,3.0057,3.3638,2.5085,2.5449,2.453,2.4615,2.4658,2.5168,2.6828,2.4684,2.4457,2.4523,3.16E+09,3.1858
2017-09-04T04:52:20.331Z,45.933,-130.013,4.7057,3.0821,6.1062,2.4811,4.2419,2.7347,4.4089,4.2801,2.8004,2.843,2.4689,2.7026,2.9778,3.3827,2.5069,2.5406,2.4557,2.4635,2.4665,2.5121,2.679,2.4693,2.4488,2.4532,3.16E+09,3.0531
2017-09-04T04:52:30.332Z,45.933,-130.013,4.7414,3.0431,5.8343,2.4825,4.3079,2.7332,4.5406,4.4426,2.8054,2.8331,2.4695,2.6832,2.9506,3.4218,2.5094,2.5358,2.4592,2.4662,2.4698,2.5104,2.688,2.4708,2.451,2.4533,3.16E+09,2.91715
2017-09-04T04:52:40.331Z,45.933,-130.013,4.7728,3.001,5.6965,2.4839,4.3514,2.7306,4.6869,4.623,2.8141,2.8264,2.4713,2.682,2.9256,3.478,2.5219,2.5325,2.4614,2.4691,2.4772,2.5167,2.7385,2.4705,2.4531,2.453,3.16E+09,2.84825
2017-09-04T04:52:50.331Z,45.933,-130.013,4.7975,2.9632,5.715,2.4863,4.3524,2.7302,4.8155,4.7672,2.8229,2.8223,2.4744,2.7346,2.9011,3.5337,2.558,2.5306,2.4713,2.4722,2.4855,2.5257,2.8154,2.469,2.4595,2.453,3.16E+09,2.8575
2017-09-04T04:53:00.333Z,45.933,-130.013,4.8231,2.9295,5.7468,2.4873,4.343,2.7285,4.919,4.9293,2.8314,2.8181,2.4771,2.7984,2.8789,3.5961,2.6141,2.531,2.4858,2.4759,2.4915,2.5314,2.8832,2.468,2.4673,2.4568,3.16E+09,2.8734
2017-09-04T04:53:10.331Z,45.933,-130.013,4.853,2.8992,5.8683,2.4886,4.3744,2.7224,4.9957,5.071,2.8404,2.8161,2.4812,2.8863,2.8588,3.6584,2.6731,2.5289,2.4894,2.4796,2.4951,2.5344,2.9575,2.4687,2.4721,2.4712,3.16E+09,2.93415
2017-09-04T04:53:20.331Z,45.933,-130.013,4.8795,2.869,6.07,2.4917,4.4404,2.7129,5.0465,5.1403,2.8454,2.8132,2.485,3.0487,2.8401,3.7243,2.7262,2.5371,2.4914,2.4832,2.4959,2.5351,3.0287,2.4688,2.4754,2.4973,3.16E+09,3.035
2017-09-04T04:53:30.333Z,45.933,-130.013,4.9011,2.8397,6.2354,2.4967,4.472,2.7014,5.062,5.132,2.8476,2.8108,2.4882,3.2604,2.8239,3.7926,2.7728,2.6084,2.5344,2.4857,2.4951,2.5335,3.0886,2.4703,2.4754,2.5272,3.16E+09,3.1177
2017-09-04T04:53:40.331Z,45.933,-130.013,4.9108,2.8129,6.2685,2.5036,4.4564,2.6885,5.0449,5.0762,2.8451,2.8082,2.4916,3.4553,2.8091,3.8506,2.8288,2.6899,2.6646,2.4897,2.4969,2.5317,3.1281,2.4721,2.4758,2.5609,3.16E+09,3.13425
2017-09-04T04:53:50.331Z,45.933,-130.013,4.9095,2.7927,6.3305,2.5098,4.4284,2.675,5.0042,5.0223,2.8396,2.8046,2.4948,3.6389,2.796,3.8966,2.8901,2.7678,2.7101,2.4922,2.4969,2.5303,3.1578,2.4723,2.4773,2.6147,3.16E+09,3.16525
2017-09-04T04:54:00.331Z,45.933,-130.013,4.9055,2.7733,6.4302,2.5145,4.4028,2.6613,4.9536,4.9739,2.8315,2.8013,2.497,3.7947,2.787,3.9261,2.9359,2.8282,2.6968,2.4922,2.4987,2.5294,3.1831,2.4725,2.4788,2.6879,3.16E+09,3.2151
2017-09-04T04:54:10.332Z,45.933,-130.013,4.9059,2.7577,6.6103,2.5173,4.3901,2.6484,4.902,4.9089,2.8211,2.7979,2.4984,3.8819,2.782,3.9395,2.9613,2.8623,2.6758,2.4919,2.498,2.5271,3.1932,2.4716,2.4795,2.7505,3.16E+09,3.30515
2017-09-04T04:54:20.332Z,45.933,-130.013,4.9062,2.7469,6.8378,2.5189,4.3421,2.6368,4.8575,4.8227,2.8086,2.7934,2.5,3.8939,2.7885,3.9478,2.9696,2.8704,2.6569,2.4908,2.4965,2.5227,3.1911,2.4705,2.4778,2.7808,3.16E+09,3.4189
2017-09-04T04:54:30.329Z,45.933,-130.013,4.8849,2.751,7.0058,2.52,4.2847,2.6294,4.8179,4.7094,2.7949,2.7878,2.5004,3.8526,2.8042,3.936,2.966,2.8655,2.6423,2.4903,2.4946,2.522,3.1862,2.4697,2.4746,2.7839,3.16E+09,3.5029
2017-09-04T04:54:40.331Z,45.933,-130.013,4.859,2.7806,7.0356,2.52,4.2407,2.628,4.7641,4.6005,2.781,2.7817,2.5002,3.781,2.8251,3.918,2.9556,2.8574,2.6296,2.4888,2.4931,2.5362,3.1744,2.4703,2.4711,2.7702,3.16E+09,3.5178
2017-09-04T04:54:50.332Z,45.933,-130.013,4.8463,2.8068,7.0721,2.5193,4.2396,2.6267,4.7,4.5175,2.7677,2.7743,2.4998,3.6989,2.8432,3.9061,2.9396,2.8812,2.6192,2.4885,2.4919,2.5447,3.1607,2.4698,2.4686,2.7469,3.16E+09,3.53605
2017-09-04T04:55:00.332Z,45.933,-130.013,4.8344,2.818,7.1481,2.5185,4.299,2.6244,4.6343,4.4364,2.7557,2.767,2.4988,3.6138,2.8583,3.8833,2.9214,2.8863,2.6082,2.4866,2.4897,2.5437,3.1473,2.4682,2.4657,2.722,3.16E+09,3.57405
2017-09-04T04:55:10.332Z,45.933,-130.013,4.8264,2.8277,7.2022,2.517,4.3784,2.6205,4.5698,4.3779,2.7459,2.7596,2.4982,3.5318,2.8745,3.8674,2.906,2.8704,2.5959,2.4853,2.4871,2.5421,3.1306,2.4658,2.4632,2.6966,3.16E+09,3.6011
2017-09-04T04:55:20.333Z,45.933,-130.013,4.8138,2.8393,7.2648,2.5155,4.4346,2.6136,4.5165,4.3618,2.7358,2.7527,2.4966,3.4545,2.8916,3.872,2.9008,2.8504,2.584,2.4819,2.4851,2.5421,3.1239,2.4635,2.4597,2.6727,3.16E+09,3.6324
2017-09-04T04:55:30.332Z,45.933,-130.013,4.8,2.8433,7.245,2.5125,4.4778,2.6068,4.4843,4.4048,2.7278,2.7459,2.4953,3.3821,2.9056,3.8864,2.8944,2.8317,2.5765,2.4796,2.4819,2.5393,3.137,2.4628,2.4569,2.649,3.16E+09,3.6225
2017-09-04T04:55:40.332Z,45.933,-130.013,4.7945,2.8402,7.0717,2.5095,4.4955,2.6011,4.4779,4.5016,2.7236,2.7406,2.4945,3.3189,2.9113,3.9138,2.8835,2.812,2.567,2.4795,2.481,2.5332,3.1602,2.4615,2.4544,2.6269,3.16E+09,3.53585
2017-09-04T04:55:50.329Z,45.933,-130.013,4.8022,2.83,6.7923,2.508,4.51,2.6022,4.5248,4.5544,2.7211,2.7373,2.4926,3.2567,2.9086,3.9437,2.8679,2.7963,2.5632,2.4803,2.4822,2.5316,3.2004,2.4623,2.4518,2.6065,3.16E+09,3.39615
2017-09-04T04:56:00.332Z,45.933,-130.013,4.8176,2.813,6.4637,2.5074,4.5467,2.6151,4.6288,4.6205,2.723,2.7372,2.4924,3.1959,2.8986,3.9628,2.8506,2.776,2.5552,2.481,2.4886,2.5489,3.2324,2.4621,2.4513,2.5881,3.16E+09,3.23185
2017-09-04T04:56:10.332Z,45.933,-130.013,4.8428,2.7933,6.1642,2.5081,4.5658,2.6455,4.7654,4.7009,2.7307,2.7372,2.4921,3.1385,2.8842,3.9822,2.8321,2.7539,2.5446,2.4804,2.4943,2.5682,3.2414,2.4605,2.4524,2.5722,3.16E+09,3.0821
2017-09-04T04:56:20.332Z,45.933,-130.013,4.882,2.7751,5.9242,2.5075,4.5828,2.6918,4.908,4.7501,2.7402,2.7345,2.4901,3.083,2.8661,3.9972,2.8121,2.7316,2.5338,2.4781,2.4966,2.5762,3.2257,2.4593,2.4525,2.5576,3.16E+09,2.9621
2017-09-04T04:56:30.332Z,45.933,-130.013,4.9214,2.7603,5.6822,2.5071,4.6182,2.7459,5.0326,4.755,2.7528,2.732,2.4886,3.0297,2.8459,3.9998,2.7918,2.7112,2.5258,2.475,2.4966,2.5752,3.1942,2.4604,2.4532,2.5441,3.16E+09,2.8411
